QuestionId,CreationDate,LastActivity,Score,AnsCount,CommentCount,FavCount,Votes,ViewCount
3390,2013-02-14T16:18:46.613,2013-02-19T01:35:15.957,4,2,6,,4,2093
3393,2013-02-17T04:31:21.317,2015-07-28T16:17:31.963,5,4,0,,5,718
3398,2013-02-18T00:23:10.323,2015-05-05T15:31:23.980,4,3,1,,4,1080
3400,2013-02-18T11:28:46.600,2013-05-31T22:04:04.100,10,3,0,1,11,245
3404,2013-02-19T03:09:05.660,2013-03-03T20:34:52.513,10,5,0,1,11,748
3408,2013-02-19T18:31:03.417,2013-07-20T05:14:39.020,6,5,5,,6,507
3410,2013-02-20T01:44:34.770,2015-02-12T15:40:00.310,4,3,3,,4,4568
3413,2013-02-20T11:56:30.973,2013-02-21T17:14:10.933,2,3,1,,2,576
3419,2013-02-20T23:28:05.557,2015-11-05T17:15:53.753,3,4,0,,3,7024
3429,2013-02-22T21:25:12.780,2013-03-04T16:45:14.663,5,3,1,,5,996
3433,2013-02-23T14:44:10.680,2013-05-12T09:54:51.820,1,3,0,,1,517
3436,2013-02-23T18:30:39.590,2014-12-01T12:48:47.877,9,5,0,1,10,35354
3438,2013-02-24T20:39:29.260,2013-05-25T19:42:07.557,3,2,2,,3,191
3441,2013-02-25T00:59:58.263,2013-02-25T08:53:26.177,2,1,0,,2,72
3443,2013-02-25T10:04:53.820,2013-02-25T10:18:57.550,6,1,1,,7,143
3447,2013-02-25T23:32:10.297,2013-03-01T08:25:59.037,6,5,0,,6,3119
3456,2013-03-02T09:24:50.750,2013-03-03T17:05:14.013,2,2,0,1,3,10030
3459,2013-03-03T04:38:30.650,2013-10-02T21:53:30.120,3,4,1,,4,3475
3462,2013-03-03T17:56:08.670,2013-03-13T16:41:14.200,3,4,2,,3,581
3466,2013-03-04T16:29:53.753,2014-11-29T21:56:44.867,9,14,9,,10,23180
3467,2013-03-04T17:09:26.850,2013-03-07T08:59:02.060,6,2,1,,7,147
3469,2013-03-04T18:49:15.917,2013-03-10T22:11:32.507,3,2,1,,3,360
3477,2013-03-08T17:42:32.287,2015-12-15T13:50:55.860,8,5,4,1,11,12495
3482,2013-03-10T19:35:14.613,2013-03-10T20:31:57.180,5,2,1,,5,3394
3489,2013-03-13T15:57:58.233,2013-03-15T00:40:48.147,2,3,4,,2,785
3492,2013-03-13T21:56:09.107,2013-03-14T03:15:13.083,-2,1,2,,3,139
3497,2013-03-15T05:10:32.053,2015-06-14T16:23:48.067,6,2,1,3,9,7811
3498,2013-03-15T05:27:57.670,2013-03-20T08:46:48.147,2,1,1,1,3,176
3501,2013-03-15T23:37:57.510,2013-03-20T08:45:47.617,1,1,1,,1,114
3505,2013-03-20T11:42:27.303,2013-03-25T17:20:02.873,6,5,2,,6,294
3507,2013-03-21T01:01:21.673,2013-04-02T21:38:20.343,3,2,0,,3,609
3521,2013-03-31T12:19:09.613,2015-08-31T21:39:42.457,4,3,1,,5,1161
3522,2013-04-01T23:20:40.160,2015-08-07T17:21:07.703,6,2,0,1,7,28053
3527,2013-04-04T10:21:03.007,2013-04-25T23:18:00.870,3,3,0,,4,157
3529,2013-04-04T18:45:43.960,2015-10-20T17:10:45.943,10,5,0,,10,9625
3530,2013-04-04T21:56:29.023,2015-08-31T20:53:46.103,3,3,0,,3,160
3533,2013-04-05T15:42:39.537,2013-04-09T21:51:41.247,2,4,3,,2,674
3538,2013-04-07T10:24:35.890,2013-04-08T05:26:36.720,2,1,0,,2,546
3539,2013-04-08T05:23:02.347,2013-04-12T15:06:29.057,4,5,2,1,5,194
3548,2013-04-09T12:32:02.430,2013-08-16T21:43:41.203,3,2,0,,3,595
3549,2013-04-09T13:36:46.260,2013-04-09T13:53:06.363,1,1,0,,1,93
3552,2013-04-09T14:26:07.790,2014-06-26T12:14:00.327,6,2,2,,6,15323
3554,2013-04-09T20:22:03.283,2015-04-12T12:55:23.850,3,5,1,,3,9137
3558,2013-04-09T22:30:42.050,2013-09-26T05:11:13.260,6,2,4,,6,3437
3561,2013-04-10T17:19:08.320,2013-05-09T23:08:55.943,3,6,0,,3,237
3567,2013-04-12T09:42:27.727,2013-04-15T21:12:39.867,5,2,1,,6,781
3571,2013-04-13T07:59:31.397,2013-04-19T01:01:53.297,2,4,0,,2,309
3577,2013-04-15T17:54:19.237,2013-06-19T08:10:31.750,3,2,0,1,4,216
3581,2013-04-16T13:10:12.907,2013-04-17T02:20:35.160,5,1,1,1,6,211
3584,2013-04-18T12:35:59.713,2015-12-16T17:54:03.913,5,5,3,,5,11166
3592,2013-04-20T15:21:12.350,2013-05-25T19:58:26.630,2,1,0,,2,157
3594,2013-04-23T13:27:30.773,2015-04-28T22:39:02.830,3,3,8,1,5,7766
3597,2013-04-23T16:34:34.883,2013-04-23T21:51:27.013,5,2,0,1,6,391
3602,2013-04-24T21:38:32.187,2014-04-04T16:55:11.983,2,3,1,,3,674
3604,2013-04-24T22:45:19.707,2013-04-26T21:39:20.200,2,4,3,,2,199
3609,2013-04-25T17:00:40.873,2013-05-01T19:29:28.090,3,5,4,,3,1561
3612,2013-04-25T22:17:59.560,2014-10-25T02:55:41.580,2,2,1,,2,555
3617,2013-04-26T08:43:41.770,2013-04-29T15:47:35.583,2,3,0,,2,411
3620,2013-04-26T21:13:46.623,2013-05-27T12:28:01.637,1,2,0,,1,4272
3624,2013-04-27T02:25:55.097,2013-05-17T03:24:59.490,5,6,3,,5,1056
3627,2013-04-27T19:50:21.110,2013-05-01T10:41:18.070,1,2,0,,1,865
3629,2013-04-28T14:47:43.123,2013-07-25T14:46:50.107,5,4,1,1,6,342
3640,2013-04-30T16:39:49.317,2014-02-18T19:30:34.193,2,1,1,,4,26877
3642,2013-04-30T20:34:24.117,2014-02-26T07:05:01.827,7,1,6,3,10,123428
3646,2013-05-01T23:33:01.163,2013-05-03T14:52:04.963,6,3,0,,7,196
3652,2013-05-05T14:02:36.020,2014-12-01T17:04:41.790,2,2,0,,2,177
3654,2013-05-06T17:19:23.600,2015-02-02T15:38:38.360,5,3,0,,5,254
3663,2013-05-14T01:04:43.520,2013-05-14T01:04:43.520,0,0,3,,1,32
3670,2013-05-14T21:35:31.697,2013-06-11T03:55:14.520,3,4,1,1,5,3562
3681,2013-05-19T05:50:33.560,2013-05-30T17:07:39.527,4,4,3,1,5,950
3683,2013-05-19T22:08:47.150,2013-05-23T23:01:12.500,2,3,5,,2,308
3687,2013-05-21T13:16:52.430,2013-05-27T21:49:28.267,4,4,0,1,6,1517
3688,2013-05-21T20:26:04.337,2013-05-21T21:11:43.990,5,1,2,1,6,194
3699,2013-05-22T23:08:35.250,2013-05-23T19:16:49.650,4,1,0,,4,5338
3702,2013-05-23T19:11:13.847,2013-05-23T21:02:58.530,1,1,2,,1,194
3705,2013-05-24T12:59:27.090,2013-05-27T21:40:16.297,-1,4,2,,2,93
3708,2013-05-24T16:16:46.790,2013-06-04T22:00:27.043,4,2,1,,4,856
3715,2013-05-26T09:05:59.820,2015-08-18T15:07:09.340,5,1,1,,5,134
3719,2013-05-28T05:46:20.073,2013-07-07T01:50:21.997,12,2,4,2,16,476
3722,2013-05-28T22:41:30.243,2013-05-31T07:39:04.920,2,3,0,,4,1007
3736,2013-06-01T15:24:33.963,2013-06-01T18:38:04.290,3,1,1,,3,67
3739,2013-06-02T22:41:49.317,2013-06-03T11:49:16.250,1,1,4,,1,175
3740,2013-06-02T23:10:38.980,2013-07-06T04:50:38.513,5,7,2,,5,1078
3741,2013-06-02T23:22:54.803,2013-06-03T19:06:10.603,4,2,2,,4,1288
3751,2013-06-04T13:20:33.807,2013-06-07T01:46:28.617,7,6,0,,7,882
3758,2013-06-06T19:20:46.657,2013-06-20T20:29:47.907,3,2,0,,4,293
3761,2013-06-07T07:33:19.367,2013-07-16T04:24:42.750,2,2,3,,5,280
3764,2013-06-07T10:47:45.100,2013-06-07T11:24:49.527,-3,1,3,,5,318
3766,2013-06-07T12:09:37.483,2013-06-24T09:36:22.160,4,2,2,,4,99
3770,2013-06-07T17:38:45.367,2013-06-07T22:28:17.693,5,2,0,,5,1408
3775,2013-06-08T16:47:17.887,2014-06-15T20:00:25.717,10,3,1,1,11,938
3777,2013-06-10T01:25:57.403,2015-10-29T13:39:31.497,4,2,0,,4,252
3780,2013-06-10T15:13:55.273,2015-04-06T05:04:56.080,6,4,0,,6,11597
3788,2013-06-11T11:17:14.353,2013-06-27T23:43:06.400,4,3,0,,5,1143
3790,2013-06-12T01:48:34.117,2015-06-09T17:58:40.937,6,3,1,,6,1989
3793,2013-06-13T02:26:11.177,2015-05-27T04:35:55.690,2,3,1,,2,84
3796,2013-06-14T17:17:44.293,2015-10-12T00:13:03.717,5,6,1,,5,7219
3798,2013-06-15T14:35:22.563,2013-10-23T02:41:19.730,2,2,2,,2,549
3800,2013-06-18T04:34:57.373,2013-10-17T08:23:30.197,7,3,0,,8,1582
3805,2013-06-20T16:40:51.493,2013-06-26T22:12:41.947,3,3,5,1,4,229
3810,2013-06-21T09:00:25.260,2013-06-21T22:05:15.260,-1,2,1,,8,239
3813,2013-06-22T17:43:16.633,2015-02-06T14:57:41.920,6,8,6,1,7,448
3823,2013-06-26T03:47:31.657,2013-06-28T15:45:44.137,1,2,0,,1,634
3825,2013-06-26T17:00:03.510,2015-12-08T15:16:28.160,16,7,7,4,22,20493
3829,2013-06-27T03:14:15.993,2013-07-07T00:31:34.237,2,3,0,,2,306
3831,2013-06-27T04:09:54.797,2013-06-27T17:56:19.667,2,1,4,,2,538
3832,2013-06-27T05:25:49.123,2013-06-27T13:41:02.213,0,2,0,,2,432
3838,2013-06-28T14:20:34.317,2013-06-28T23:46:28.093,2,1,0,1,3,70
3842,2013-06-28T20:55:44.347,2013-06-29T11:04:47.403,3,2,0,,3,245
3847,2013-06-30T23:54:41.707,2013-07-07T15:35:05.470,3,1,0,,3,153
3849,2013-07-01T03:26:32.150,2013-07-02T18:18:43.793,1,2,1,,1,791
3850,2013-07-01T10:36:01.253,2015-04-15T17:14:45.687,5,2,2,,5,3085
3853,2013-07-01T21:21:13.880,2013-07-03T18:43:28.173,2,3,9,,2,3671
3858,2013-07-02T16:55:44.610,2013-07-11T10:48:19.003,1,2,1,,1,129
3860,2013-07-03T18:29:13.437,2015-02-01T23:50:34.133,3,4,2,,3,476
3863,2013-07-03T19:06:43.297,2013-07-04T18:05:18.900,2,3,1,,2,1698
3869,2013-07-04T08:08:07.203,2014-10-16T18:27:48.733,4,5,0,,5,436
3876,2013-07-06T00:13:41.737,2015-01-27T03:03:30.057,4,12,5,,4,2220
3879,2013-07-06T22:31:46.667,2013-07-07T11:20:12.547,1,1,3,,3,122
3882,2013-07-07T23:07:32.803,2013-07-09T13:32:09.060,4,1,0,,4,697
3884,2013-07-08T18:59:19.883,2013-09-11T14:16:47.903,3,2,1,,4,287
3895,2013-07-10T03:36:49.470,2013-07-28T16:12:52.527,2,5,9,1,3,2217
3896,2013-07-10T06:49:05.783,2013-07-11T11:07:14.683,1,3,3,,1,381
3910,2013-07-12T14:04:37.477,2013-07-16T23:08:46.547,5,1,3,,6,222
3913,2013-07-13T02:00:23.557,2013-07-17T13:40:12.910,3,1,2,,3,259
3919,2013-07-16T23:50:58.857,2013-07-17T15:19:00.763,4,1,3,,8,107
3921,2013-07-17T18:33:56.293,2013-07-17T19:54:41.840,1,4,0,,1,683
3928,2013-07-18T06:30:59.870,2013-07-22T23:20:18.457,1,3,0,,2,556
3932,2013-07-18T15:58:31.987,2013-07-25T14:29:10.647,3,1,0,1,4,493
3934,2013-07-18T19:18:00.100,2014-03-11T09:25:37.490,9,6,5,3,14,430
3939,2013-07-19T04:05:49.040,2013-07-23T08:42:48.310,2,2,3,1,4,356
3945,2013-07-19T17:11:30.307,2013-07-19T23:28:39.247,6,3,2,,6,197
3950,2013-07-20T18:10:59.757,2013-07-24T08:58:34.710,3,3,0,,3,320
3954,2013-07-21T23:17:04.403,2013-07-25T05:13:50.997,3,2,2,,3,740
3959,2013-07-22T20:20:05.980,2013-07-23T23:50:35.323,8,1,4,,8,872
3962,2013-07-23T08:50:55.440,2013-08-26T16:52:11.080,6,3,0,,7,1909
3967,2013-07-24T16:22:02.833,2015-10-12T14:45:09.417,3,1,1,,3,239
3969,2013-07-24T18:58:12.603,2014-01-31T01:44:13.897,10,1,5,1,11,5060
3970,2013-07-25T00:04:28.610,2015-10-12T14:42:55.117,9,6,2,1,10,655
3972,2013-07-25T07:52:58.933,2013-07-29T14:12:22.093,2,2,1,0,2,143
3977,2013-07-25T12:40:53.193,2013-07-25T14:25:48.557,9,1,1,,10,393
3983,2013-07-26T18:49:13.933,2015-02-25T19:50:03.923,3,2,3,,3,346
3986,2013-07-27T05:25:52.703,2013-08-06T13:40:02.690,3,1,3,1,5,202
3988,2013-07-28T04:22:06.693,2015-10-12T14:40:20.757,2,2,4,0,2,285
3991,2013-07-28T12:26:14.803,2013-07-30T08:22:39.410,4,3,1,,4,544
3992,2013-07-28T17:40:00.870,2013-07-31T09:57:22.220,2,2,1,,3,752
3995,2013-07-28T18:33:14.263,2013-07-29T16:01:40.913,3,2,5,,3,159
3997,2013-07-29T03:54:16.600,2013-07-29T20:10:51.597,8,3,0,1,9,4834
4004,2013-07-30T13:46:38.607,2013-08-06T04:28:27.293,5,2,0,,5,565
4006,2013-07-30T18:16:56.737,2013-09-18T03:17:05.500,7,4,4,1,8,1508
4007,2013-07-31T03:52:15.813,2014-11-27T14:38:48.393,1,5,1,,1,1438
4011,2013-07-31T16:37:44.737,2013-08-02T12:15:41.603,0,2,10,,7,410
4015,2013-08-01T08:14:51.047,2015-10-27T16:00:02.310,7,13,3,1,8,11787
4020,2013-08-02T18:47:37.443,2015-10-14T09:22:36.423,6,1,3,,6,425
4025,2013-08-03T19:36:58.597,2015-10-29T14:18:15.870,5,3,2,,5,301
4026,2013-08-04T01:31:56.983,2013-08-06T16:53:48.127,3,2,0,,4,413
4036,2013-08-06T03:40:46.473,2013-08-06T08:14:46.580,2,2,0,,2,551
4037,2013-08-06T03:48:29.383,2015-03-29T18:25:01.930,3,1,1,,3,892
4043,2013-08-06T17:05:28.810,2015-04-21T18:26:10.747,9,2,1,2,11,447
4047,2013-08-09T05:43:35.910,2013-08-22T00:46:55.787,2,2,3,0,2,444
4049,2013-08-11T13:05:41.060,2013-08-12T20:08:12.253,5,3,0,,5,997
4053,2013-08-13T14:56:18.420,2013-08-14T10:04:24.923,6,2,0,0,6,310
4059,2013-08-15T13:34:36.720,2013-08-15T21:18:29.097,4,2,2,,4,2889
4067,2013-08-22T16:21:27.140,2013-08-22T18:35:03.110,5,1,0,,5,1726
4071,2013-08-23T08:57:49.560,2013-08-23T11:28:14.003,3,1,6,1,4,356
4073,2013-08-23T17:16:56.050,2013-08-27T04:56:47.193,0,2,6,,1,254
4075,2013-08-25T13:18:09.050,2015-08-15T19:39:54.860,3,3,5,,5,13347
4078,2013-08-25T20:14:44.947,2013-08-26T12:57:25.823,4,3,0,,4,217
4079,2013-08-25T21:03:26.933,2013-08-28T11:13:27.513,5,1,0,,6,221
4087,2013-08-26T21:46:41.973,2013-08-26T22:57:26.010,4,2,0,,4,824
4090,2013-08-27T04:04:21.557,2013-08-28T12:44:52.217,3,2,1,,3,286
4092,2013-08-27T07:32:13.843,2013-08-28T12:39:34.150,1,2,0,,1,168
4097,2013-08-28T18:06:19.180,2013-08-29T03:44:29.047,2,1,0,,2,184
4100,2013-08-28T22:30:01.867,2013-08-29T08:09:44.857,4,1,3,,4,286
4101,2013-08-28T23:30:07.543,2013-08-29T12:37:29.337,3,2,2,,3,93
4102,2013-08-29T00:17:41.243,2013-08-29T12:14:08.550,3,2,0,,3,104
4109,2013-08-29T17:12:41.790,2013-09-02T16:22:56.227,4,5,0,1,6,876
4112,2013-08-29T22:37:34.270,2013-09-03T21:47:47.250,6,2,0,,6,205
4113,2013-08-30T04:56:34.740,2015-05-15T14:30:58.430,5,5,8,1,6,11906
4118,2013-08-31T00:25:05.027,2013-08-31T23:08:22.460,1,1,0,,3,183
4123,2013-09-01T03:43:24.170,2014-08-12T17:48:22.290,5,2,4,1,6,435
4124,2013-09-01T08:50:25.173,2013-09-01T12:05:31.810,3,2,0,,3,234
4128,2013-09-01T12:56:04.507,2014-10-24T02:59:27.617,9,5,3,1,12,272
4130,2013-09-01T15:31:44.577,2013-09-16T19:13:26.227,6,2,0,1,7,174
4139,2013-09-02T21:18:17.853,2013-09-10T11:08:47.640,7,6,1,1,8,227
4140,2013-09-03T00:19:13.790,2013-09-03T15:17:26.737,-2,2,1,,3,209
4148,2013-09-03T23:54:27.810,2013-09-17T08:47:49.830,2,2,1,,5,121
4150,2013-09-04T01:25:32.993,2013-09-04T02:50:18.713,5,1,3,1,6,131
4155,2013-09-05T22:41:57.533,2014-02-05T23:56:54.983,4,3,3,,4,619
4159,2013-08-29T01:44:21.800,2014-01-23T16:55:31.970,3,6,3,,3,8687
4162,2013-09-06T17:11:25.107,2013-09-07T08:48:53.747,3,2,1,,3,383
4166,2013-09-06T19:38:09.177,2013-10-17T19:20:19.920,2,4,2,,2,801
4175,2013-09-10T03:01:32.730,2015-12-10T10:04:57.390,7,5,7,1,8,1015
4177,2013-09-10T09:23:52.177,2013-09-12T13:32:55.900,1,3,0,1,2,713
4187,2013-09-13T03:29:36.713,2013-09-13T07:52:22.557,3,1,0,1,4,131
4191,2013-09-14T15:42:35.153,2013-09-14T16:31:55.800,4,2,0,,4,224
4195,2013-09-15T19:54:36.350,2013-09-16T04:52:13.613,4,2,1,,5,90
4198,2013-09-16T19:53:58.717,2013-09-17T19:22:58.210,3,2,0,,4,77
4200,2013-09-16T22:47:37.960,2013-09-17T08:47:38.627,5,1,0,,6,4263
4203,2013-09-17T19:23:20.793,2013-09-18T19:40:46.847,5,2,0,1,6,2025
4205,2013-09-17T22:14:05.563,2013-09-18T15:09:45.197,4,2,0,,4,1101
4208,2013-09-18T15:01:37.620,2015-09-03T08:06:45.403,5,2,0,,5,1078
4211,2013-09-18T17:06:27.180,2013-09-18T18:15:55.247,2,2,1,,2,115
4215,2013-09-18T19:00:51.450,2015-04-22T12:51:18.607,5,1,0,,5,215
4218,2013-09-19T03:13:53.913,2015-09-15T16:14:40.477,2,6,1,,3,4366
4224,2013-09-20T00:48:14.517,2013-09-20T18:04:41.353,2,1,2,,2,120
4225,2013-09-20T08:47:29.763,2013-11-16T15:29:44.927,3,1,2,1,4,2331
4228,2013-09-20T15:34:12.600,2013-09-20T16:22:07.740,1,1,1,,1,186
4230,2013-09-21T08:07:59.173,2013-09-25T08:31:22.820,1,1,0,,2,115
4232,2013-09-22T00:09:00.150,2013-09-22T19:30:19.193,3,4,1,,3,406
4237,2013-09-23T14:31:03.413,2013-10-20T14:08:47.590,6,3,0,,6,622
4240,2013-09-25T01:13:46.077,2013-09-26T17:19:21.557,2,2,0,,2,334
4242,2013-09-25T03:37:06.057,2013-09-27T17:32:01.097,5,3,9,2,7,687
4247,2013-09-25T22:29:39.940,2013-09-26T09:14:53.387,2,2,1,,3,509
4254,2013-09-26T22:10:51.597,2013-09-27T10:09:17.910,1,2,2,,1,238
4256,2013-09-26T23:29:17.177,2013-09-27T22:45:42.590,1,1,3,,1,193
4261,2013-09-27T23:29:34.997,2013-10-09T13:14:49.317,3,1,0,,4,150
4262,2013-09-28T00:51:34.487,2014-06-27T04:29:12.677,4,4,0,,4,360
4270,2013-09-30T11:40:41.987,2014-10-21T23:28:51.343,-1,2,1,,2,224
4275,2013-09-30T20:33:57.783,2015-11-04T09:05:47.867,5,2,0,,6,256
4284,2013-10-04T22:31:54.260,2013-10-06T20:18:17.670,2,2,1,,2,577
4290,2013-10-06T22:56:04.483,2013-10-13T21:09:29.593,3,4,1,,4,291
4293,2013-10-07T22:00:48.190,2014-11-21T07:25:22.167,2,3,6,,2,506
4301,2013-10-13T02:21:30.060,2013-10-21T21:30:02.567,1,3,1,,1,1911
4303,2013-10-14T22:11:25.777,2015-12-01T09:06:40.393,3,4,2,1,5,2060
4305,2013-10-15T13:14:45.080,2013-10-16T11:03:00.727,6,2,0,,6,224
4310,2013-10-16T23:57:24.963,2013-10-17T05:26:33.083,0,2,1,3,3,3618
4324,2013-10-18T03:20:17.653,2013-12-03T12:48:42.587,3,1,0,,3,1893
4326,2013-10-18T09:24:34.440,2014-01-17T13:49:14.217,4,5,0,,4,385
4329,2013-10-18T20:38:52.013,2015-08-05T19:15:12.210,4,1,3,,4,77
4331,2013-10-20T11:47:11.890,2013-10-22T02:09:26.443,3,1,0,,3,3324
4334,2013-10-21T03:50:47.347,2013-10-22T12:00:11.953,1,2,1,,1,268
4338,2013-10-21T18:18:15.963,2015-11-05T09:24:13.367,5,2,0,,5,822
4341,2013-10-22T05:35:51.310,2013-10-23T20:35:47.290,4,3,1,1,5,3573
4353,2013-10-23T15:13:02.547,2015-04-13T18:40:31.240,4,4,0,,5,169
4362,2013-10-24T13:52:14.273,2014-11-13T10:17:47.223,6,5,2,,7,637
4369,2013-10-25T14:50:38.460,2013-10-26T04:42:15.027,1,1,0,,1,103
4370,2013-10-25T21:09:23.270,2015-09-19T20:05:39.483,4,2,0,,4,2028
4375,2013-10-28T19:03:46.627,2013-11-01T12:52:57.897,1,2,3,,2,261
4376,2013-10-28T21:28:13.647,2013-10-30T02:31:50.200,1,2,1,2,3,1539
4380,2013-10-29T12:13:07.927,2013-11-26T23:01:35.050,1,3,0,,1,458
4381,2013-10-29T12:37:59.460,2013-11-18T23:16:06.493,1,2,1,,1,4824
4383,2013-10-29T13:57:37.027,2013-10-29T16:03:55.240,4,1,1,,4,5717
4384,2013-10-29T14:50:02.083,2014-12-02T20:16:25.850,3,4,1,,3,631
4388,2013-10-29T18:11:58.597,2015-09-09T16:18:15.937,3,3,1,,3,205
4392,2013-10-29T20:45:49.470,2013-11-21T17:44:07.163,2,2,3,,3,194
4395,2013-10-29T21:31:30.693,2014-10-22T22:21:55.117,7,3,0,,7,601
4401,2013-10-31T20:25:49.900,2013-11-01T00:21:09.670,2,1,0,,2,2190
4405,2013-11-01T22:19:14.973,2013-11-10T05:28:50.970,1,1,1,1,4,296
4410,2013-11-05T09:17:20.550,2013-12-17T18:10:25.827,3,3,0,,3,932
4415,2013-11-07T21:38:11.477,2014-07-17T19:53:56.420,2,2,0,,3,1078
4423,2013-11-11T12:29:48.093,2013-11-18T14:30:18.037,4,4,0,,4,1831
4431,2013-11-14T15:10:14.463,2013-11-18T01:35:15.870,1,1,5,,1,125
4433,2013-11-14T22:24:19.073,2013-11-25T08:58:21.347,1,1,0,,1,468
4442,2013-11-17T11:23:35.343,2013-11-18T18:57:09.980,0,1,7,1,4,197
4447,2013-11-18T04:00:55.883,2013-11-18T13:55:53.967,3,2,0,,3,84
4452,2013-11-18T14:29:10.450,2013-11-21T04:17:08.567,3,2,0,1,6,4249
4459,2013-11-19T03:13:22.073,2013-11-27T21:20:07.730,0,3,2,,1,355
4464,2013-11-22T19:42:54.340,2015-02-20T21:51:40.073,6,2,0,4,10,500
4466,2013-11-22T21:07:30.427,2013-11-27T03:06:16.200,2,2,0,,2,2322
4470,2013-11-23T15:02:29.873,2013-11-27T09:39:13.443,2,2,1,,2,466
4472,2013-11-24T21:42:52.253,2014-06-24T08:29:08.337,3,3,0,,3,225
4485,2013-11-27T03:04:35.803,2015-05-28T16:19:30.387,7,2,7,,8,4005
4490,2013-11-27T22:20:45.923,2013-12-08T19:41:03.873,5,4,4,,5,1070
4496,2013-11-29T10:44:26.620,2014-11-10T13:44:55.407,7,4,1,1,8,2588
4501,2013-12-03T21:18:21.217,2013-12-03T23:16:24.080,2,1,3,,2,264
4503,2013-12-04T02:49:51.277,2013-12-08T19:25:18.420,3,2,0,,3,202
4506,2013-12-04T21:52:44.433,2013-12-18T21:43:05.677,4,4,3,,4,1167
4510,2013-12-05T05:50:05.837,2014-05-15T03:17:59.533,6,3,0,1,9,506
4513,2013-12-05T13:29:51.777,2013-12-05T13:40:03.200,0,1,1,,1,141
4516,2013-12-05T23:07:44.583,2013-12-10T17:55:44.983,2,3,0,,2,1462
4520,2013-12-06T05:16:08.830,2015-05-25T15:26:08.663,2,6,6,,3,1569
4527,2013-12-08T21:33:33.610,2013-12-10T00:23:26.337,-1,4,5,,5,2586
4542,2013-12-10T16:12:56.857,2013-12-12T19:03:45.077,-1,3,0,,3,475
4545,2013-12-10T18:47:30.283,2013-12-10T20:00:43.587,3,1,0,,3,95
4548,2013-12-10T22:25:20.497,2013-12-12T00:49:55.480,1,1,1,,1,284
4551,2013-12-11T05:09:49.737,2013-12-12T00:50:31.763,1,3,0,,1,251
4556,2013-12-11T09:53:23.313,2013-12-12T00:52:19.550,1,1,0,,1,290
4557,2013-12-11T09:59:06.997,2014-12-15T01:33:26.840,1,1,2,,1,16507
4559,2013-12-11T11:00:39.160,2013-12-17T21:07:14.323,3,4,0,,3,4439
4566,2013-12-11T12:37:35.680,2014-12-03T20:16:56.523,3,3,1,,4,224
4572,2013-12-12T08:56:21.467,2014-11-10T03:15:22.380,1,4,2,,4,331
4573,2013-12-12T09:07:04.330,2013-12-20T12:08:19.297,2,4,1,,3,900
4581,2013-12-12T16:01:36.793,2014-11-25T14:36:51.460,0,5,3,,4,1890
4583,2013-12-12T16:06:43.100,2013-12-13T19:50:33.177,0,2,4,,4,356
4588,2013-12-12T18:48:38.680,2015-11-26T12:58:52.897,11,2,8,1,12,26467
4599,2013-12-13T06:27:56.850,2013-12-20T12:11:16.203,3,4,0,,3,318
4600,2013-12-13T06:40:09.570,2013-12-13T14:48:07.517,2,2,1,,2,410
4607,2013-12-14T01:12:13.087,2013-12-22T18:09:20.553,0,2,1,,5,222
4609,2013-12-14T04:26:35.210,2013-12-14T16:58:47.760,0,1,4,,2,106
4611,2013-12-16T00:38:54.503,2013-12-16T12:27:25.013,0,2,3,,2,86
4615,2013-12-16T15:40:58.187,2013-12-16T19:58:07.517,3,3,0,,3,6332
4619,2013-12-17T04:40:04.563,2014-01-11T01:45:21.763,2,3,0,,5,1121
4621,2013-12-17T08:11:12.893,2013-12-18T09:19:22.067,1,2,0,,1,244
4623,2013-12-17T09:38:19.117,2015-07-20T13:11:41.023,2,4,6,,4,10838
4624,2013-12-17T10:04:40.130,2013-12-17T11:31:34.253,3,1,1,,4,97
4625,2013-12-17T11:11:38.503,2013-12-17T12:48:39.087,1,1,0,1,2,92
4633,2013-12-17T17:43:21.760,2013-12-18T04:38:20.557,3,1,3,,3,74
4640,2013-12-18T09:22:29.297,2013-12-18T18:39:00.593,2,4,2,,2,1334
4641,2013-12-18T09:28:02.503,2014-02-14T22:22:58.670,0,2,2,,4,129
4649,2013-12-18T20:51:04.743,2013-12-19T11:01:43.933,2,2,3,,4,254
4657,2013-12-20T16:22:43.847,2013-12-20T18:18:53.540,1,1,7,,1,62
4659,2013-12-21T08:44:36.597,2015-03-06T14:24:55.623,6,3,0,4,10,56739
4662,2013-12-22T20:39:21.393,2014-10-23T20:02:02.343,8,2,3,2,10,385
4664,2013-12-23T06:47:00.940,2014-01-08T12:09:59.507,2,2,1,,3,160
4666,2013-12-23T09:40:04.577,2013-12-23T16:34:38.957,0,2,0,,3,87
4672,2013-12-24T07:00:36.793,2014-11-10T03:26:55.930,3,1,1,,3,187
4674,2013-12-24T16:55:00.100,2014-11-10T03:28:27.313,2,3,1,,4,1354
4676,2013-12-24T19:53:05.927,2013-12-26T19:28:50.657,1,0,4,,1,62
4677,2013-12-24T20:22:16.580,2013-12-25T11:25:29.430,2,1,0,,2,947
4679,2013-12-24T21:06:03.550,2015-08-09T10:13:38.573,3,5,1,,3,2736
4681,2013-12-25T01:22:10.043,2014-01-21T16:22:24.430,2,5,1,,3,158
4688,2013-12-27T12:24:53.547,2013-12-29T17:08:41.877,3,3,0,,3,139
